Referentie;Thema;Categorie;Aanvrager Naam;Adres;Postcode;Plaats lokatie;Provincie;Power [MW];Available production per year [MWh];Lifespan [jr.];Maximale subsidie [€];Opstelling Zon-pv;;
SDE1928401;Zon;2019 Zon-PV >= 1 MWp daksystemen;Miele Nederland B.V.;De Limiet 2;4131NR;VIANEN UT;Utrecht; 1,40 ; 1.330 ;15; 1.296.750 ; Daksysteem ;;
SDE1928406;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;IVH Energy B.V.;Ariensstraat 96;5912PZ;VENLO;Limburg; 1,00 ; 949 ;15; 925.324 ; Daksysteem ;;
SDE1928415;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Adriaan Goede B.V.;Scheepsbouwersweg 3;1121PC;LANDSMEER;Noord-Holland; 0,23 ; 219 ;15; 213.038 ; Daksysteem ;;
SDE1928416;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Solar-Ep I B.V.;Terneuzen Koegorspolder;-;TERNEUZEN;Zeeland; 31,11 ; 29.551 ;15; 27.038.891 ; Veldsysteem ;;
SDE1928422;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Carving Holding B.V.;De Steeg 30;6333AP;SCHIMMERT;Limburg; 0,08 ; 71 ;15; 68.400 ; Daksysteem ;;
SDE1928434;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Woonstichting Lieven de Key;Wiborgeiland 201-281;1014ZC;AMSTERDAM;Noord-Holland; 0,10 ; 95 ;15; 92.996 ; Daksysteem ;;
SDE1928462;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;7722**;DALFSEN;Overijssel; 0,12 ; 109 ;15; 101.603 ; Veldsysteem ;;
SDE1928469;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Copaco DC B.V.;Hoevenweg 21;5652AW;EINDHOVEN;Noord-Brabant; 0,02 ; 15 ;15; 14.820 ; Daksysteem ;;
SDE1928472;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Van Zutphen Holding B.V.;Lange Voren 18;5521DD;EERSEL;Noord-Brabant; 0,13 ; 124 ;15; 118.560 ; Daksysteem ;;
SDE1928474;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE Dret Custodian II B.V.;Bijlmerplein 869;1102MG;AMSTERDAM;Noord-Holland; 0,12 ; 115 ;15; 109.077 ; Daksysteem ;;
SDE1928478;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;5325**;WELL GLD;Gelderland; 0,40 ; 380 ;15; 370.500 ; Daksysteem ;;
SDE1928480;Biomassa;2019 Ketel vaste biomassa < 5 MW (HW/E);***;***;5397**;LITH;Noord-Brabant; 1,90 ; 5.700 ;12; 2.325.600 ; n.v.t. ;;
SDE1928550;Biomassa;2019 Ketel vaste biomassa < 5 MW (HW/E);***;***;6005**;WEERT;Limburg; 0,50 ; 850 ;12; 346.800 ; n.v.t. ;;
SDE1928552;Biomassa;2019 Ketel vaste biomassa >= 5 MW staffel (HW/E);Martens Bio WKK B.V.;Macroweg 4;5804CL;VENRAY;Limburg; 14,90 ; 126.650 ;12; 50.153.400 ; n.v.t. ;;
SDE1928560;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;C.B.S. de Wiekslag;Wijkstraat 2;7695TJ;BRUCHTERVELD;Overijssel; 0,05 ; 43 ;15; 42.349 ; Daksysteem ;;
SDE1928575;Zon;2019 Zon-PV >= 1 MWp daksystemen;International Solar B.V.;Laurierweg 80-82;-;RIDDERKERK;Zuid-Holland;4,83; 4.589 ;15; 4.473.788 ; Daksysteem ;;
SDE1928576;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;1704**;HEERHUGOWAARD;Noord-Holland; 0,05 ; 48 ;15; 45.600 ; Daksysteem ;;
SDE1928578;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Havenbedrijf Rotterdam N.V.;Scheepsbouwweg 21;3089JW;ROTTERDAM;Zuid-Holland;0,05; 47 ;15; 45.668 ; Daksysteem ;;
SDE1928579;Zon;2019 Zon-PV >= 1 MWp daksystemen;Sligro Food Group Nederland B.V.;Corridor 11;5466RB;VEGHEL;Noord-Brabant; 2,50 ; 2.375 ;15; 2.315.625 ; Daksysteem ;;
SDE1928599;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Waterink Vastgoed B.V.;Jan Weitkamplaan 14;7772SE;HARDENBERG;Overijssel; 0,13 ; 122 ;15; 118.560 ; Daksysteem ;;
SDE1928605;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;5046**;TILBURG;Noord-Brabant; 0,30 ; 289 ;15; 281.580 ; Daksysteem ;;
SDE1928626;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Hansen Dranken B.V.;Veestraat 6;6067AS;LINNE;Limburg; 0,16 ; 154 ;15; 145.885 ; Daksysteem ;;
SDE1928629;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting Sportpodium Waarland;Kerkstraat 63;1738BJ;WAARLAND;Noord-Holland; 0,20 ; 185 ;15; 180.619 ; Daksysteem ;;
SDE1928663;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;M.H.M. Frijns Holding B.V.;Pannenberg 5;5951DM;BELFELD;Limburg; 0,05 ; 48 ;15; 45.600 ; Daksysteem ;;
SDE1928665;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Koninklijke Van der Most B.V.;Europaweg 7;8181BG;HEERDE;Gelderland; 0,44 ; 423 ;15; 405.795 ; Daksysteem ;;
SDE1928679;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Boky B.V.;Basculeweg 4;6001SK;WEERT;Limburg; 0,03 ; 29 ;15; 28.418 ; Daksysteem ;;
SDE1928681;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;6627**;MAASBOMMEL;Gelderland; 0,21 ; 200 ;15; 194.513 ; Daksysteem ;;
SDE1928720;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;D.J.Visser Onroerend Goed B.V.;Haling 20e;1602DB;ENKHUIZEN;Noord-Holland; 0,99 ; 941 ;15; 916.988 ; Daksysteem ;;
SDE1928729;Zon;2019 Zon-PV >= 1 MWp daksystemen;Daulux Vastgoed B.V.;Mega 1;6902KL;ZEVENAAR;Gelderland; 2,00 ; 1.900 ;15; 1.795.500 ; Daksysteem ;;
SDE1928744;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Regge Wood Group B.V.;Breukersweg 11;7471ST;GOOR;Overijssel; 0,22 ; 209 ;15; 203.775 ; Daksysteem ;;
SDE1928751;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Waterschap Noorderzijlvest;Bedumerweg 68a;9959PH;ONDERDENDAM;Groningen; 0,27 ; 259 ;15; 252.867 ; Veldsysteem ;;
SDE1928777;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Kringtex B.V.;Fortranweg 14;3821BK;AMERSFOORT;Utrecht; 0,03 ; 27 ;15; 26.676 ; Daksysteem ;;
SDE1928787;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;KCC Beheer B.V.;St.-Laurensdreef 20-22;3565AK;UTRECHT;Utrecht; 0,24 ; 223 ;15; 210.972 ; Daksysteem ;;
SDE1928799;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Müller Fresh Food Logistics B.V.;Handelsweg 34;7451PJ;HOLTEN;Overijssel; 0,45 ; 428 ;15; 416.813 ; Daksysteem ;;
SDE1928829;Biomassa;2019 Ketel vaste biomassa < 5 MW (HW/E);***;***;1331**;ALMERE;Flevoland; 0,95 ; 2.850 ;12; 1.162.800 ; n.v.t. ;;
SDE1928839;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;RVA-Bethaniestraat 2;Parklaan 4;5261LR;VUGHT;Noord-Brabant; 0,04 ; 35 ;15; 34.272 ; Daksysteem ;;
SDE1928845;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stookindustrie B.V.;Generaal Vetterstraat 66;1059BW;AMSTERDAM;Noord-Holland; 0,07 ; 67 ;15; 65.181 ; Daksysteem ;;
SDE1928848;Biomassa;2019 Ketel vaste biomassa < 5 MW (HW/E);EPM B.V.;Vorrelveenseweg 3a;9415TE;HIJKEN;Drenthe; 2,00 ; 6.000 ;12; 2.448.000 ; n.v.t. ;;
SDE1928857;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Waterschap Noorderzijlvest;Burg. J.G. Legroweg 82;9761TD;EELDE;Drenthe; 0,87 ; 830 ;15; 809.543 ; Veldsysteem ;;
SDE1928865;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;7607**;ALMELO;Overijssel; 0,03 ; 24 ;15; 23.157 ; Daksysteem ;;
SDE1928904;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;1797**;DEN HOORN TEXEL;Noord-Holland; 0,19 ; 182 ;15; 174.507 ; Daksysteem ;;
SDE1928912;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Abab Groep B.V.;De Run 6360;5504DM;VELDHOVEN;Noord-Brabant; 0,03 ; 26 ;15; 25.009 ; Daksysteem ;;
SDE1928928;Zon warmte;2019 Zonthermie >= 1 MW;Herstructureringsmaatschappij Bedrijventerreinen Overijssel N.V.;Hengelosestraat 527;7521AG;ENSCHEDE;Overijssel; 1,19 ; 831 ;15; 822.403 ; n.v.t. ;;
SDE1928932;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Energiefonds Groningen B.V.;Winschoterweg, Groningen;-;GRONINGEN;Groningen; 6,10 ; 5.793 ;15; 5.300.687 ; Veldsysteem ;;
SDE1928942;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting Zorgbalans;Houtmanstraat 1;1972EE;IJMUIDEN;Noord-Holland; 0,16 ; 152 ;15; 148.200 ; Daksysteem ;;
SDE1928943;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Gebrs. Van der Plas Registergoederen B.V.;Laan van Verhof 56;2231BZ;RIJNSBURG;Zuid-Holland;0,27; 252 ;15; 245.753 ; Daksysteem ;;
SDE1928947;Zon;2019 Zon-PV >= 1 MWp daksystemen;Eneco Solar, Bio & Hydro B.V.;Pascallaan 65;8218NJ;LELYSTAD;Flevoland; 15,10 ; 14.345 ;15; 13.986.375 ; Daksysteem ;;
SDE1928952;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;SO Leij B.V.;Jan van der Heijdenstraat 26;3261LE;OUD-BEIJERLAND;Zuid-Holland;0,05; 50 ;15; 47.662 ; Daksysteem ;;
SDE1928975;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE Dret Custodian I B.V.;Reguliersbreestraat 18;1017CN;AMSTERDAM;Noord-Holland; 0,08 ; 73 ;15; 68.678 ; Daksysteem ;;
SDE1928991;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;N.V. Afvalzorg Holding;Koggenrandweg 1;1775RG;MIDDENMEER;Noord-Holland; 9,00 ; 8.550 ;15; 7.951.500 ; Veldsysteem ;;
SDE1928997;Zon;2019 Zon-PV >= 1 MWp daksystemen;Langen Holding B.V.;Industrieweg 4;6121EZ;BORN;Limburg; 8,53 ; 8.105 ;15; 7.902.752 ; Daksysteem ;;
SDE1929000;Zon;2019 Zon-PV >= 1 MWp daksystemen;Warehouses De Pauw Nederland N.V.;Steenbergstraat 25;6465AB;KERKRADE;Limburg; 1,18 ; 1.121 ;15; 924.825 ; Daksysteem ;;
SDE1929004;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;"Rijvereniging en Ponyclub ""Beyaert""";Vinkenpolderweg 35b;2952AV;ALBLASSERDAM;Zuid-Holland;0,18; 169 ;15; 164.873 ; Daksysteem ;;
SDE1929016;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Gemeente Rheden, Gemeentehuis;Ericaplein 3;6951CP;DIEREN;Gelderland; 0,44 ; 416 ;15; 405.698 ; Daksysteem ;;
SDE1929029;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnepark Haardijk Hardenberg B.V.;Zonnepark Haardijk-Hardenberg;-;HARDENBERG;Overijssel; 16,89 ; 16.046 ;15; 14.682.502 ; Veldsysteem ;;
SDE1929033;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Energie Hielkema B.V.;Zonnepark Vegelinsoord;-;NIJEHASKE;Friesland; 7,30 ; 6.935 ;15; 6.553.575 ; Veldsysteem ;;
SDE1929041;Biomassa;2019 Ketel vaste biomassa >= 5 MW staffel (HW/E);***;***;4185**;EST;Gelderland; 14,00 ; 62.712 ;12; 27.091.584 ; n.v.t. ;;
SDE1929045;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Engie Energie Nederland N.V.;Zonnepark A73 Bijsterhuizenstraat;-;NIJMEGEN;Gelderland; 26,02 ; 24.722 ;15; 23.362.149 ; Veldsysteem ;;
SDE1929060;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Mascha OZ II B.V.;Generaal Vetterstraat 67;1059BT;AMSTERDAM;Noord-Holland; 0,15 ; 143 ;15; 138.938 ; Daksysteem ;;
SDE1929065;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting Vrienden van Kerkgenootschap Evangeliegemeente De Regenboog;De Grote Pekken 11;3901JB;VEENENDAAL;Utrecht; 0,03 ; 30 ;15; 29.048 ; Daksysteem ;;
SDE1929083;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting Zorggroep Noord- en Midden-Limburg;Auxiliatrixweg 35;5915PN;VENLO;Limburg; 0,08 ; 71 ;15; 68.400 ; Daksysteem ;;
SDE1929089;Zon warmte;2019 Zonthermie >= 140 kW en < 1 MW;Vereniging van Eigenaren Huize Boschzicht te 's-Gravenhage;Benoordenhoutseweg 24 t/m 39;2596BB;'S-GRAVENHAGE;Zuid-Holland; 0,49 ; 343 ;15; 334.425 ; n.v.t. ;;
SDE1929101;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;IVH Energy B.V.;Keizer Karellaan 2a;7415ZH;DEVENTER;Overijssel; 0,56 ; 536 ;15; 522.405 ; Daksysteem ;;
SDE1929110;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE Dret Custodian I B.V.;Pensmarkt 4;5211JT;'S-HERTOGENBOSCH;Noord-Brabant; 0,14 ; 136 ;15; 128.199 ; Daksysteem ;;
SDE1929121;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Van Doorn Staalconstructie B.V.;Urkstraat 22;4817AR;BREDA;Noord-Brabant; 0,30 ; 285 ;15; 277.875 ; Daksysteem ;;
SDE1929142;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Tuindersbedrijf Van Gennip Coolen B.V.;De Wolfsputten 8;5735SB;AARLE-RIXTEL;Noord-Brabant; 0,45 ; 428 ;15; 416.813 ; Daksysteem ;;
SDE1929158;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Gemeenschappelijke Regeling Diamant Groep;Zevenheuvelenweg 14;5048AN;TILBURG;Noord-Brabant; 0,98 ; 929 ;15; 905.873 ; Daksysteem ;;
SDE1929170;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE Dret Custodian I B.V.;Leidsestraat 100;1017PG;AMSTERDAM;Noord-Holland; 0,02 ; 15 ;15; 14.275 ; Daksysteem ;;
SDE1929171;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Svenscar;Mijlweg 29;3316BE;DORDRECHT;Zuid-Holland;0,07; 62 ;15; 60.207 ; Daksysteem ;;
SDE1929176;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Verbugt Beheer B.V.;Sint Wirosingel 192-196;6042KZ;ROERMOND;Limburg; 0,20 ; 185 ;15; 177.840 ; Daksysteem ;;
SDE1929184;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE DHC Amersfoort (Utrechtsestraat) B.V.;Utrechtsestraat 16;3811LB;AMERSFOORT;Utrecht; 0,14 ; 135 ;15; 127.930 ; Daksysteem ;;
SDE1929187;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnepark Elzenbos B.V.;Zonnepark Elzenbos;-;BRUMMEN;Gelderland; 2,48 ; 2.354 ;15; 2.224.194 ; Veldsysteem ;;
SDE1929231;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Vetus Amicitia B.V.;Grietenij 17 5;8233BP;LELYSTAD;Flevoland; 0,18 ; 171 ;15; 166.725 ; Daksysteem ;;
SDE1929233;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;5961**;HORST;Limburg; 0,50 ; 474 ;15; 462.199 ; Daksysteem ;;
SDE1929235;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Zevij-Necomij B.V.;Rederijweg 41;4906CX;OOSTERHOUT NB;Noord-Brabant; 0,50 ; 474 ;15; 454.679 ; Daksysteem ;;
SDE1929246;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stg. Interconf. Voortgezet Ond. Gregor Mendel;Pim Mulierlaan 4;2024BT;HAARLEM;Noord-Holland; 0,22 ; 209 ;15; 200.640 ; Daksysteem ;;
SDE1929248;Zon warmte;2019 Zonthermie >= 140 kW en < 1 MW;***;***;3781**;VOORTHUIZEN;Gelderland; 0,15 ; 103 ;15; 100.328 ; n.v.t. ;;
SDE1929270;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;6019**;WESSEM;Limburg; 0,08 ; 71 ;15; 69.469 ; Daksysteem ;;
SDE1929271;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting Vilente;Lebretweg 2;6861ZW;OOSTERBEEK;Gelderland; 0,15 ; 143 ;15; 136.800 ; Daksysteem ;;
SDE1929273;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Coöperatieve Rabobank UA;Blankenstein 140-144;7943PE;MEPPEL;Drenthe; 0,02 ; 17 ;15; 16.673 ; Daksysteem ;;
SDE1929280;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Van Haaster Vastgoed B.V.;Rijksstraatweg 361b;2245AB;WASSENAAR;Zuid-Holland;0,20; 190 ;15; 182.400 ; Daksysteem ;;
SDE1929287;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Netlaa Holding B.V.;Willem Alexanderstraat 23;6691EE;GENDT;Gelderland; 0,26 ; 251 ;15; 244.530 ; Daksysteem ;;
SDE1929312;Wind op land;2019 Wind op land;***;***;7958**;KOEKANGE;Drenthe; 0,02 ; 22 ;15; 12.870 ; n.v.t. ;;
SDE1929323;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Coöperatieve Rabobank UA;Marskant 5;7551BS;HENGELO OV;Overijssel; 0,03 ; 30 ;15; 29.640 ; Daksysteem ;;
SDE1929333;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Havenbedrijf Rotterdam N.V.;Waalhaven Z.z. 19;3089JH;ROTTERDAM;Zuid-Holland;0,02; 24 ;15; 23.133 ; Daksysteem ;;
SDE1929355;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Nugteren Vastgoed en Materieel Beheer B.V.;Rapenburg 1;2952AP;ALBLASSERDAM;Zuid-Holland;0,06; 61 ;15; 59.280 ; Daksysteem ;;
SDE1929357;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Service Only B.V.;Ploegstraat 9;3319LG;DORDRECHT;Zuid-Holland;0,17; 163 ;15; 159.315 ; Daksysteem ;;
SDE1929373;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnepark Pekela B.V.;Zonnepark Pekela 2;-;OUDE PEKELA;Groningen; 30,31 ; 28.790 ;15; 26.342.622 ; Veldsysteem ;;
SDE1929380;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Zaal Gieling Groessen B.V.;Dorpstraat 29;6923AC;GROESSEN;Gelderland; 0,04 ; 33 ;15; 32.419 ; Daksysteem ;;
SDE1929383;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;3155**;MAASLAND;Zuid-Holland;0,35; 333 ;15; 324.188 ; Daksysteem ;;
SDE1929386;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting Zorgbalans;Lodewijk van Deyssellaan 254;1985CV;DRIEHUIS NH;Noord-Holland; 0,08 ; 71 ;15; 69.469 ; Daksysteem ;;
SDE1929391;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;BTE Nederland B.V.;Dalwagen 55;6669CB;DODEWAARD;Gelderland; 0,50 ; 474 ;15; 462.199 ; Daksysteem ;;
SDE1929392;Wind op land;2019 Wind op land;Windpark Kubbeweg 2 B.V.;KW2;-;DRONTEN;Flevoland; 11,20 ; 44.581 ;15; 26.079.885 ; n.v.t. ;;
SDE1929394;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Steenbergen B.V.;Olivier van Noortweg 15;5993SL;MAASBREE;Limburg; 0,20 ; 190 ;15; 185.250 ; Daksysteem ;;
SDE1929407;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Paul de Graaff Production B.V.;Doeleplein 1;3111PA;SCHIEDAM;Zuid-Holland;0,03; 29 ;15; 27.788 ; Daksysteem ;;
SDE1929408;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Goedvast B.V.;Hogedijken 51;9101WZ;DOKKUM;Friesland; 0,17 ; 162 ;15; 158.389 ; Daksysteem ;;
SDE1929453;Zon;2019 Zon-PV >= 1 MWp daksystemen;Delfzijl Solar B.V.;Damco Oosthorn 20 Farmsum;-;DELFZIJL;Groningen; 14,00 ; 13.300 ;15; 12.967.500 ; Daksysteem ;;
SDE1929454;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;1704**;HEERHUGOWAARD;Noord-Holland; 0,10 ; 95 ;15; 91.200 ; Daksysteem ;;
SDE1929455;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Schipper;Stadhuisplein 20alg;4382LG;VLISSINGEN;Zeeland; 0,05 ; 43 ;15; 40.399 ; Daksysteem ;;
SDE1929470;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnepark Drouwenerzon B.V.;Zuiderblokken 4nabij;9523TL;DROUWENERMOND;Drenthe; 5,55 ; 5.273 ;15; 4.824.338 ; Veldsysteem ;;
SDE1929474;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Peters Landbouwbedrijf B.V.;Zomerweg 11;6996DD;DREMPT;Gelderland; 0,24 ; 228 ;15; 222.300 ; Daksysteem ;;
SDE1929482;Wind op land;2019 Wind op land;Windpark Kubbeweg 2 B.V.;KW1;-;DRONTEN;Flevoland; 5,60 ; 22.623 ;15; 13.234.455 ; n.v.t. ;;
SDE1929507;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE Dret Custodian II B.V.;Bijlmerplein 992;1102MK;AMSTERDAM;Noord-Holland; 0,13 ; 119 ;15; 112.578 ; Daksysteem ;;
SDE1929508;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Vlassak Holding B.V.;'t Inne 14;6021DA;BUDEL;Noord-Brabant; 0,50 ; 473 ;15; 447.080 ; Daksysteem ;;
SDE1929521;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Seats and Sofas B.V.;Noordzee 10;3144DB;MAASSLUIS;Zuid-Holland;0,11; 105 ;15; 94.050 ; Daksysteem ;;
SDE1929527;Wind op land;2019 Wind op land;***;***;8028**;ZWOLLE;Overijssel; 0,02 ; 24 ;15; 13.748 ; n.v.t. ;;
SDE1929538;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Kees Greeve B.V.;Leeuwenhoekweg 60;2661DD;BERGSCHENHOEK;Zuid-Holland;0,38; 365 ;15; 356.051 ; Daksysteem ;;
SDE1929539;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;3984**;ODIJK;Utrecht; 0,12 ; 115 ;15; 112.077 ; Daksysteem ;;
SDE1929552;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;5331**;KERKDRIEL;Gelderland; 0,38 ; 361 ;15; 351.975 ; Daksysteem ;;
SDE1929569;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Van Haaster Vastgoed B.V.;De Boeg 10;2343HK;OEGSTGEEST;Zuid-Holland;0,27; 257 ;15; 246.240 ; Daksysteem ;;
SDE1929572;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Vorm Holding B.V.;Schiehaven 13;3024EC;ROTTERDAM;Zuid-Holland;0,07; 68 ;15; 66.690 ; Daksysteem ;;
SDE1929585;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;E.J.M. Willemsen Holding B.V.;Hooiland 5;6666MJ;HETEREN;Gelderland; 0,09 ; 86 ;15; 83.363 ; Daksysteem ;;
SDE1929586;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;IVH Energy B.V.;de Meent 19;8161ZN;EPE;Gelderland; 0,47 ; 442 ;15; 430.707 ; Daksysteem ;;
SDE1929613;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;7122**;AALTEN;Gelderland; 0,25 ; 236 ;15; 229.710 ; Daksysteem ;;
SDE1929645;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Sanders | Fritom B.V.;Jagersveld 14;5405BW;UDEN;Noord-Brabant; 0,50 ; 474 ;15; 462.199 ; Daksysteem ;;
SDE1929646;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Havenbedrijf Rotterdam N.V.;Koningin Emmaboulevard 9;3151HG;HOEK VAN HOLLAND;Zuid-Holland;0,04; 39 ;15; 37.699 ; Daksysteem ;;
SDE1929649;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE DHC Alkmaar (Langestraat) B.V.;Langestraat 72;1811JJ;ALKMAAR;Noord-Holland; 0,11 ; 107 ;15; 100.997 ; Daksysteem ;;
SDE1929650;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Qumey Holding B.V.;Handelsweg 2;3606AB;MAARSSEN;Utrecht; 0,11 ; 105 ;15; 101.888 ; Daksysteem ;;
SDE1929654;Biomassa;2019 Ketel vaste biomassa < 5 MW (HW/E);***;***;6687**;ANGEREN;Gelderland; 3,00 ; 9.000 ;12; 3.672.000 ; n.v.t. ;;
SDE1929658;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;***;***;-;COEVORDEN;Drenthe; 26,90 ; 25.555 ;15; 24.149.475 ; Veldsysteem ;;
SDE1929690;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Kufa Raamsystemen;Amperestraat 1g;1976BE;IJMUIDEN;Noord-Holland; 0,13 ; 119 ;15; 115.782 ; Daksysteem ;;
SDE1929696;Zon;2019 Zon-PV >= 1 MWp daksystemen;Solar Capital B.V.;Eendrachtsstraat 30;1951AZ;VELSEN-NOORD;Noord-Holland; 2,80 ; 2.664 ;15; 2.597.650 ; Daksysteem ;;
SDE1929699;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Aannemers- en Wegenbouwbedrijf Versluys & Zoon B.V.;Dammekant 89;2411CB;BODEGRAVEN;Zuid-Holland;0,06; 52 ;15; 50.944 ; Daksysteem ;;
SDE1929714;Zon;2019 Zon-PV >= 1 MWp daksystemen;Sun Invest 2 B.V.;Vico Lonneker Enschede;-;ENSCHEDE;Overijssel; 2,50 ; 2.375 ;15; 2.315.625 ; Daksysteem ;;
SDE1929724;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting Zorggroep Noord- en Midden-Limburg;Hof te Berkel 13;5961KX;HORST;Limburg; 0,15 ; 143 ;15; 136.800 ; Daksysteem ;;
